timestamp,endpoint,status,latency_ms
2026-05-09T02:00:44.203830,cost_summary,200,406.23
2026-05-09T02:00:44.205616,health_check,200,232.61
2026-05-09T02:00:44.223801,cost_summary,200,334.06
2026-05-09T02:00:44.224565,cost_summary,200,389.32
2026-05-09T02:00:44.273833,validate_token,200,214.12
2026-05-09T02:00:44.274536,validate_token,200,222.22
2026-05-09T02:00:44.275399,validate_token,200,217.67
2026-05-09T02:00:44.279879,health_check,200,231.73
2026-05-09T02:00:44.297952,login,200,213.37
2026-05-09T02:00:44.298610,login,200,217.99
2026-05-09T02:00:44.317635,cost_summary,200,417.78
2026-05-09T02:00:44.342141,validate_token,200,202.77
2026-05-09T02:00:44.342900,cost_summary,200,365.67
2026-05-09T02:00:44.357895,login,200,205.25
2026-05-09T02:00:44.392000,cost_summary,200,318.84
2026-05-09T02:00:44.430650,validate_token,200,232.04
2026-05-09T02:00:44.430724,validate_token,200,213.53
2026-05-09T02:00:44.438066,cost_summary,200,464.26
2026-05-09T02:00:44.452268,validate_token,200,215.58
2026-05-09T02:00:44.463609,login,200,197.59
2026-05-09T02:00:44.466367,validate_token,200,203.79
2026-05-09T02:00:44.466431,validate_token,200,242.0
2026-05-09T02:00:44.482484,validate_token,200,214.6
2026-05-09T02:00:44.483193,validate_token,200,224.85
2026-05-09T02:00:44.497416,login,200,205.3
2026-05-09T02:00:44.500272,cost_summary,200,386.67
2026-05-09T02:00:44.540342,login,200,223.74
2026-05-09T02:00:44.541366,validate_token,200,202.83
2026-05-09T02:00:44.572136,login,200,212.69
2026-05-09T02:00:44.574813,validate_token,200,209.55
2026-05-09T02:00:44.579494,cost_summary,200,373.48
2026-05-09T02:00:44.595977,validate_token,200,197.96
2026-05-09T02:00:44.616800,health_check,200,219.46
2026-05-09T02:00:44.633054,login,200,226.63
2026-05-09T02:00:44.640581,login,200,221.17
2026-05-09T02:00:44.642206,cost_summary,200,352.72
2026-05-09T02:00:44.671797,validate_token,200,223.5
2026-05-09T02:00:44.703570,cost_summary,200,347.27
2026-05-09T02:00:44.717666,validate_token,200,208.17
2026-05-09T02:00:44.717771,validate_token,200,199.77
2026-05-09T02:00:44.720473,validate_token,200,204.59
2026-05-09T02:00:44.773961,login,200,201.28
2026-05-09T02:00:44.774501,validate_token,200,186.68
2026-05-09T02:00:44.788352,validate_token,200,206.42
2026-05-09T02:00:44.817111,login,200,258.86
2026-05-09T02:00:44.830202,cost_summary,200,473.73
2026-05-09T02:00:44.834947,validate_token,200,236.11
2026-05-09T02:00:44.854418,cost_summary,200,343.87
2026-05-09T02:00:44.881433,login,200,230.72
2026-05-09T02:00:44.881536,login,200,267.18
2026-05-09T02:00:44.882726,login,200,255.22
2026-05-09T02:00:44.897742,validate_token,200,208.57
2026-05-09T02:00:44.926524,cost_summary,200,335.4
2026-05-09T02:00:44.927634,cost_summary,200,387.19
2026-05-09T02:00:44.927742,cost_summary,200,376.73
2026-05-09T02:00:44.947779,validate_token,200,277.51
2026-05-09T02:00:44.953399,validate_token,200,226.13
2026-05-09T02:00:44.953499,login,200,247.05
2026-05-09T02:00:44.956001,cost_summary,200,358.3
2026-05-09T02:00:44.961270,validate_token,200,208.59
2026-05-09T02:00:44.978837,validate_token,200,222.13
2026-05-09T02:00:44.978955,login,200,227.89
2026-05-09T02:00:45.025976,login,200,265.26
2026-05-09T02:00:45.027415,validate_token,200,235.69
2026-05-09T02:00:45.047549,cost_summary,200,422.35
2026-05-09T02:00:45.047754,cost_summary,200,424.67
2026-05-09T02:00:45.048849,health_check,200,249.25
2026-05-09T02:00:45.066589,validate_token,200,242.76
2026-05-09T02:00:45.071814,cost_summary,200,347.25
2026-05-09T02:00:45.102986,validate_token,200,267.36
2026-05-09T02:00:45.120580,validate_token,200,270.38
2026-05-09T02:00:45.145721,validate_token,200,256.37
2026-05-09T02:00:45.146296,cost_summary,200,403.73
2026-05-09T02:00:45.164920,cost_summary,200,407.62
2026-05-09T02:00:45.184101,validate_token,200,224.21
2026-05-09T02:00:45.185999,cost_summary,200,400.66
2026-05-09T02:00:45.215560,login,200,277.65
2026-05-09T02:00:45.225196,cost_summary,200,377.98
2026-05-09T02:00:45.225269,cost_summary,200,374.55
2026-05-09T02:00:45.314291,validate_token,200,289.2
2026-05-09T02:00:45.314925,health_check,200,300.54
2026-05-09T02:00:45.315832,login,200,276.06
2026-05-09T02:00:45.317097,validate_token,200,272.33
2026-05-09T02:00:45.318869,login,200,245.8
2026-05-09T02:00:45.320675,validate_token,200,256.3
2026-05-09T02:00:45.345536,cost_summary,200,454.48
2026-05-09T02:00:45.346067,cost_summary,200,514.07
2026-05-09T02:00:45.346629,cost_summary,200,448.8
2026-05-09T02:00:45.347152,cost_summary,200,415.18
2026-05-09T02:00:45.348746,validate_token,200,226.9
2026-05-09T02:00:45.390508,cost_summary,200,460.56
2026-05-09T02:00:45.392114,validate_token,200,271.06
2026-05-09T02:00:45.392843,login,200,268.07
2026-05-09T02:00:45.425138,cost_summary,200,350.4
2026-05-09T02:00:45.444432,login,200,266.52
2026-05-09T02:00:45.451237,validate_token,200,280.74
2026-05-09T02:00:45.452044,login,200,286.81
2026-05-09T02:00:45.498384,validate_token,200,261.95
2026-05-09T02:00:45.516557,validate_token,200,266.53
2026-05-09T02:00:45.545549,login,200,251.96
2026-05-09T02:00:45.546670,validate_token,200,272.89
2026-05-09T02:00:45.547128,login,200,270.67
2026-05-09T02:00:45.550488,login,200,248.24
2026-05-09T02:00:45.563099,validate_token,200,248.09
2026-05-09T02:00:45.563205,login,200,236.48
2026-05-09T02:00:45.572374,validate_token,200,240.46
2026-05-09T02:00:45.592737,validate_token,200,277.56
2026-05-09T02:00:45.605404,login,200,245.01
2026-05-09T02:00:45.612715,login,200,255.02
2026-05-09T02:00:45.627102,validate_token,200,304.41
2026-05-09T02:00:45.633135,cost_summary,200,410.43
2026-05-09T02:00:45.634481,health_check,200,262.6
2026-05-09T02:00:45.648496,validate_token,200,256.94
2026-05-09T02:00:45.651110,login,200,263.45
2026-05-09T02:00:45.651238,cost_summary,200,399.54
2026-05-09T02:00:45.674729,validate_token,200,251.28
2026-05-09T02:00:45.703475,validate_token,200,238.79
2026-05-09T02:00:45.704622,validate_token,200,263.42
2026-05-09T02:00:45.727345,login,200,275.41
2026-05-09T02:00:45.728687,cost_summary,200,404.01
2026-05-09T02:00:45.730040,validate_token,200,243.17
2026-05-09T02:00:45.754849,validate_token,200,249.03
2026-05-09T02:00:45.758090,login,200,245.29
2026-05-09T02:00:45.764913,validate_token,200,258.25
2026-05-09T02:00:45.787988,cost_summary,200,378.25
2026-05-09T02:00:45.795086,cost_summary,200,438.68
2026-05-09T02:00:45.795230,login,200,238.83
2026-05-09T02:00:45.817975,validate_token,200,232.76
2026-05-09T02:00:45.829087,cost_summary,200,375.41
2026-05-09T02:00:45.831137,validate_token,200,243.61
2026-05-09T02:00:45.834425,validate_token,200,253.38
2026-05-09T02:00:45.869869,health_check,200,321.3
